text,label
"@d590NMx8dstLnQv @BeingMarathi12 ज्याना बापाचा बदला घेता आला नाही अशा मुली म्हनजे पुनम महाजन पकंजा मुडें व प्रितम मुडें.आन्न महाराष्ट्राच खानार व मराठा आरक्षनावर गरळ वोकनार,फायदा विजाभजा घेनार व वोबिसी बोबंलनार ! लाईकी नसताना झालेल्या खासदार ? @CMOMaharashtra @rautsanjay61",OFFN
@swaruprahane88 @AjitPawarSpeaks @CMOMaharashtra @PawarSpeaks #कामावरुन चालला होता ? तु नव्हतास राहुल सोबत ? घरावरून दगडफेक करणारे ? गाड्या जाळणारे भाडखाऊ त्यांच्या सारखेच नारे लावत होते ऊगाच कसा मारला जाईल जस्टिस सावंतच्या आव्हानांवर मराठा समाजही तिथे होता त्यांना नाही कोणी अपाय केला तोच कसा भरडला सरकारी वरदान असल्याचा माज भोवला त्याला ?,OFFN
@amlya02 कोण आहे हा भाऊ ? हा १० वी च्या पोरांना भिकेला लावायचे धंदे करतोय ! पोरांचे पालक काय करतात ?,OFFN
"@TV9Marathi या मामु ला नट नट्या नाचे बुणगे यांना सगळ्यांना भेटायला वेळ आहे, पण फावड्याला काम काही जमत नाही. शेतकऱ्यांच्या भेटी काही घेत नाही, मराठवाडा विदर्भ दौरे याला जमत नाही. मुख्यमंत्री पद हे कधिही इतकं दुबळे, कर्तुत्वहीन, तर्क विसंगत, आणि जनादेशी गद्दारी करून ओरबाडून घेतल नव्हतं",OFFN
@AkashAg07737988 @GopichandP_MLC @BSKoshyari @BJP4Maharashtra @Sadabhau_khot @msrtcofficial तुझी हाफचड्डी का ओली होत आहे?? 🤣🤣🤣,OFFN
@satishsawantoff @Vinayakrauts @VaibhavNaikMLA @CMOMaharashtra @live_sindhudurg @Kokan_Now @abpmajhatv @AUThackeray संचीवनी चे पैसे चोरून लोकांना फसवणाऱ्या काळतोंड्या तुला लोक नक्कीच गाढणार,OFFN
"@BhatkhalkarA होतास कुठे इतके दिवस, काय रबिंग करत होतास का? लव्ह जिहाद ला ।।",OFFN
@SakalMediaNews मुख्यमंत्री म्हणून तु नीच होता पण विरोधीपक्ष नेता म्हणून तु खुपच हलकट हरामी आहेस,OFFN
@NkoMoti_Seth3 @GavankarDattu तुझ्या सारखा उंटाचा मूत तर घेत नाहीत आणि ज्याला स्वतःचे नाव लावायची हिम्मत नाही तो विद्येवर बोलतोय सुधर बाळा गरज आहे तुला.,OFFN
@ArohWelankar आज किती कमवलेस रे लुक्क्या ?,OFFN
तुला नाही माहीत का? घरात दिनदर्शिका नाही का? तुझ्या सारख्या निर्बुद्ध अवलादी असल्यावर तुझ्या आई बापाचं कसं होणार काय माहित,OFFN
@tamrel143 आता राष्ट्रब्यादी वाकडतोंडया पण नाचणार आणि कंबर लचकवून घेणार कायमची....,OFFN
तू नको मराठी शिकवू केळ्या आम्हाला,OFFN
"चाटू माझा, पि24तास, TV 90 मराठी गेल्या 26 दिवसापासून संपूर्ण महाराष्ट्राने तुमची लायकी काय ते पाहिले..",OFFN
@akku_kohale @apanatom @devharshada @girish_bhau माठाळं माठ्या कुठचं... 😂😂,OFFN
@LoksattaLive @KiritSomaiya अरे हा बोलघेवडा आहे पलटी बाज सांड बैल काम न करणारा - दानवे,OFFN
@PRASADRAHAT912 तू करतोस काय रताळ्या 12000 हजारात नोकरीं तीही असुविधापूर्ण 🏴,OFFN
@Dev_Fadnavis सगळं तुम्ही केलं होतं मग तो गोप्या राज्यसरकार च्या नावाने बोंबा का मारत होता,OFFN
"@rautsanjay61 काय रे हलकट कुत्र्या, क्रांति रेडकर प्रश्न उद्धव ठाकरेंना विचारतेय तर तू का उत्तरं देतोयस! तुझ्या सारख्या माणसाला फरफटत चौकात नेऊन बेगम धुलाई करायची निगडीची जरूर आहे, आणि मी ते कधीतरी करेनच!",OFFN
"@rajuparulekar मंद अर्धवट दुद्धी, फालतू काहीपण पुरावे नसताना लिहू नको... मुस्लिम समाजाला वाईट वाटू नये म्हणून इतिहास हा स्वतःच्या मनानुसर बदलता येत नसतो...",OFFN
@meNeeleshNRane या शुद्ध बेवड्या बद्दल दोन शब्द बोल बेवड्या https://t.co/I989ppocWg,OFFN
@Yogendra_Gavas तुमच्या हजार #बुरखाधारी_बाईल्या आणि #मंद लोकांपेक्षा उत्तमच!! 😁😁😁😁😁😁,OFFN
पण यावर #वाकडतोंड्या घरघुश्या भुंकणारा_कुत्रा वांगी_ताई आदर्श_बिल्डिंग हे कोणतेही कमेंट करणार नाही. नालायकांकडून अजून काय अपेक्षित आहे?,OFFN
@Vidyaspeaks केंद्रीय कृषिमंत्री असूनही मुस्काटात खाये तो.......!,OFFN
@Avadhutwaghbjp चिकुवाणी तोंडाच्या खरजुले कुत्र्या हाडुक नाही.भेटत का आश्या बोलशिवाय ... सडक बुजगावण ...,OFFN
"फारुख अब्दुल्ला यांच्या जम्मू येथील घरात बुरखाधारी लोकांचा घुसण्याचा प्रयत्न , https://t.co/7ryJk1kMXy",OFFN
रंगीला लिंगपीसाट सांड चाचा नेहरू का असली चेहरा। https://t.co/mfJPL2qIFo,OFFN
"@abpmajhatv हलकट, नालायक, निर्लज्ज आणि बेशरम पणाचा कळस... ह्या बाईला कोणी मेंटल हॉस्पिटल मध्ये टाका...🙄🙄🙄",OFFN
"आटपाट नगर होतं, तिथे एक राजा होता. त्या राजाचं एक लाडकं गाढव असतं, त्या गाढवाला गावभर फिरायची सवय असते. काही काळाने ते गाढव मरण पावतं. काही दशकांपूर्वी त्याचा पुनर्जन्म झालाय असं समजतंय, आता ते गाढव जगभर फिरतंय.",OFFN
आणि कुत्र्या तू चुकून टॅग झालं होतं म्हणून delete केलं होत. तुझ्या गांडीतले किडे एवढे वळवळ करतात हे आत्ता समजल.,OFFN
वासाड्या टू कशाला नाक घालून वास घ्यायला येतो ..टे स्वताच्या.पक्षाचा तमाशा केलय टे बघा आधी,OFFN
@Rokhthok_Onkar येड्या भो___ समाज आहे हा। त्याच्या कडे लक्ष देणारे पण येड्या भो___,OFFN
@Vijay2785 हा नम्र व्यक्ती खाली बसला आहे ते दिसला पण पोंग्या कोण आहे हे गाडवा ला कसे कळेल?? त्याला फक्त वजन उचलायचा कळत असत.. आणि गाडवा ला वजन कोणाचे आहे ते जाणून घ्याची इच्छा पण कधीच नसते ... हे ह्या महा गाढवाने किती सोप करून समजावलं,OFFN
"@whataboutery9 @ANI याला म्हणतात चुटियापंती. गाढवा प्रत्येक गोष्टीत प्रांतवाद ओढलाच पाहिजे का? आणि लुक्क्या ते सगळे गुजराती आहेत हे तुला कोणी सांगितलं. आता सगळेच लोक गरबा खेळतात, गणपती उत्सव साजरे करतात. गणपती बसविणारे सगळेच मराठी असतात का? त्या मोदी सारखं फक्त गुज्जू प्रेम उसळून येत. मूर्ख",OFFN
@me_santosh04 @RajThackeray बायल्या फट्टू डायरेक्ट मेसेज वर ब्लॉक करतोस बांगड्या भर लाचार भग्या,OFFN
@BhatkhalkarA @supriya_sule बापाच्या नावावर आणि जीवावर राजकारणात लायकी नसताना मोठ्या पदावर असलेले पोरगं!! याच्यासारखे फुटकळ चिल्लर उठसूट #BCCI ची लाज घालवतात हे पाहून कीव वाटते... #feku #BJP_Burns_India #BJP_हटाओ_देश_बचायो https://t.co/B8rK9zaGQT,OFFN
अरे बैल बुद्धी याच्यावर बोल शेन खाऊ.. हिन्दू धर्म हिंदुत्वाचा ठेकेदार आहे हा पक्ष पण एकही जण निषेध करायला पुढे आला नाही.. हा प्रश्ण मला पडू शकतो तर तुला का नाही रे भाड़खाऊ.?,OFFN
@Rohini_indo_aus @yuga_v108 पौळ बाई मुस्लिम likes मिळवण्यासाठी फालतू संदर्भ जोडत असते कायम,OFFN
अ.नगर प्रोफेसर चौकात छत्रपती संभाजी महाराजांचा पुतळा झालाच पाहिजे : समस्त शिवशंभु प्रेमींच्या वतीने विनायकराजं प्रतिष्ठाणची मागणी : सत्यजितदादांकडुन प्रचंड अपेक्षा 🙏#AskSatyajeet @vinubhau007 @AmcNagar @kalekiran @Ahmednagarlive https://t.co/nDI6DkFcBB,OFFN
भिकारचोट कोच आणि भिकारचोट कॅप्टन वाली टीम... लै भारी कोच आणि त्यातल्या त्यात कमी भिकारचोट कॅप्टन वाली टीम... फरक स्पष्ट आहे.....!!,OFFN
"किती #लावारीस...... हे #जुमला ए #फेकू ने पैदा केलेत, हे देवच जाणे!! 😜😜😜😜😜😜 #पळपुट्या तर #घटस्फ़ोट न घेता पळाला आणि #बुरखाधारी_बाईल्या सोडून गेला!! 😂😂😂😂😂😂",OFFN
@TejasYMarathe @RakeshBBelhekar @Anand_Dasa88 @iRudraShastri मुळात तुझ्यासारख्या चौथी नापास मंदभक्ताची मला शिक्षण देण्याची लायकी आहे असे मला तरी अजिबात वाटत नाही. शाखेत जाऊन २५ पानी पुस्तके वाचली की आपल्याला इतिहास समजला या भ्रमातून बाहेर निघ. अजून मेंदू बालवाडीतच अडकलाय तुमचा.,OFFN
"@PravinJ33472275 @rajupkate2011 @TV9Marathi हो, कालपर्यंत लांड्या-लांड्या म्हणणारे आज जशी शाहरुख आणि आर्यनची करताय अगदी तशी",OFFN
@lokmat हा टोपे फक्त टोप्या घालायच्या कामाचा आहे,OFFN
@rautsanjay61 त्याने काय होणार आहे भुसनाळ्या.. आला कोतवाल दवंडी पिटायला !,OFFN
@meNeeleshNRane तुम्ही काँग्रेस वासी होतात की तेव्हा जाल तिथे पनवती लावता हो,OFFN
ह्याले दादा अन नाना यांच्यातला फरक सांगता का 😡😡 सोनिया चा बाप कई गेल्ता जेलामंदी?😡😡 https://t.co/NfLlftlUit,OFFN
"सगळ्या गोष्टी खरया आहेत,पण आपल्यत कोणि असा नाही की जो कोर्टात या विषयी याचिका देईल,आहे का कोणाची हिम्मत?आता तर काय पेंग्विन बाप लेक आणि वाकडतोंड्या च राज्य आहे",OFFN
"@BhatkhalkarA अरे लुख्य्या तु घरी बसून ढूंगन खाजवतोयस आणि पोरांना परीक्षे साठी बाहेर पडायला सांग , साले फेक डिग्री वाले लोकांना शिकवताय.",OFFN
लुक्क्या तू नक्की वकिलच आहेस ना ??,OFFN
"किरीट सोमय्या तुझी लायकी आहे कारे ढोकल्या , महाराष्ट्र मध्ये राहून ढेकर देतोस तुला लाज वाटायला पाहिजे. तुझा सेठ किती विकतोय आणि मोजतोय ते बघ. अश्या लोकांना मराठी माणसाने निवडून देता कामा नये. हा महारष्ट्र आहे वेळ प्रसंगी डोक्यावर घेईल , पण जास्त काव काव केला तर आपटलाच म्हणून समजा",OFFN
"@akku_kohale करीना तर फालतू हिरोईन आहे तिला कुत्रं सुद्धा विचारत नाही. तर तिला फेमस का करत आहेस,हिरोईन वाटायला तर हवी छक्का तर एक शे एक मिळतील.",OFFN
@prash_dhumal पदोपदी किती हलकट आहोत हे सिद्ध करत आहेत.,OFFN
@BhatkhalkarA शेंबड्या अशी खुळचट मागणी करू नको त्यामुळे तुमचे भाजपा नेते दत्ता मेघे अडचणीत येतील रे .....,OFFN
"अरे @NANA_PATOLE
तुझी मोदींचे जोडे उचलण्याची तरी लायकी आहे का! पंजाबमध्ये काय घडले ते आपण सर्वांनी पाहिले आणि आता पटोळेचे मोदीजींना मारण्याचे वक्तव्य. हे काय योगायोग नव्हे. पंतप्रधानांना मारण्याचे स्वप्न बघण्याशिवाय काँग्रेस कडे दुसरं काम नाही.",OFFN
@SaamanaOnline येडी आहे बरं झालं गांजा मारून बोली BJP la कळलं कोनला पद्मश्री दिला आहे लायकी तरी आहे का या नशेडी ची.,OFFN
@ImchefAarti @Silent_Punekar @ChakankarSpeaks ताई omg.......... लाज वाटते असल्या ढोंगीना ताई म्हणायला...........नीच राजकारणी आहेत हे,OFFN
@supriya_sule @rohitrrpatilncp आर्यन खान जेल मधे गेला तर एक आई म्हणुन वाईट वाटत मुंबई मधे रुग्णालयात सरकार bmc मुळे लहान बालक गेली आई वडील गेले वाईट वाटत नाही का ते बालक आई वडील हिंदु होते म्हणुन वाईट वाटत नाही का घाण सडकी शी शी गटारछाप बाई सुळे,OFFN
"@AvdhootD22 हे तुला कळते ह्यात मला फारच नवल वाटले, कारण तू मोदींचा आदर नाही करत, तू गांड चाटत असतोस.",OFFN
@AmolYad68225929 @ramraje_shinde आता तू जा आणि तुझ्या साहेबाला पोलिओ पाज आणि थोड तू पण पोलिओ पी झिपऱ्या,OFFN
@aparna_takalkar @akshata_upadhay @shyvijay @Shrik45 @RajThackeray लगेच विषय महिलांच्या स्वातंत्र्यावर आणू नका बुरखाधारी 😂😂😂bjp it cell ne पुणेरी लोक पण ट्रेन केलेत वाटते 😜😜,OFFN
@Sgirish1665S संज्या स्वतः मागच्या दारानं झालेला साधा खाजदार आहे. त्याला मराठी मीडीया सोडली तर मुंबई बाहेर कोणी विचारत नाही.त्याच्या गुरूला सपावाल्यांनी कोलून दिलं अन् हा बळंच ज्ञान पाजळतोय माठ्या !,OFFN
लोकमान्य टिळक रुग्णालय सायन मुंबई येथे महालक्ष्मी पुजन करण्यात आले https://t.co/794JRHLa8v,OFFN
जवा नवीन पोपट हा लागला लाळ चाटायला,OFFN
@meNeeleshNRane आरे पनवती तुम्ही ज्या पक्षात गेले त्यांचं सरकार गेलं त्याच काय पनवती आहात तुम्ही तिघे पनवती,OFFN
@LoksattaLive 🤦👌😂😂😂😂 पप्पू तो पप्पूच राहणार। आणि तुम्ही एकदम बकवास हेडलाईन छापतात।,OFFN
@Yours_Pawan @AnilKapoor @sonamakapoor मुळात अनिल कपूर ला ईक्वालिटी आहे का दाऊदचा चाटया,OFFN
"@koustubh9191 @sameerpalkar111 @KrantiRedkar @PoulAyodhya पालघर साधूंच्या हत्याकांडावर कट्टर शिवसैनिक उफाळून उठला असता, शिवाजी पार्कवर हिरवी रोषणाई करून शेपट्या घालून बसला नसता, आम्हाला शिकवू नका, आयुष्यभर फक्त सेनेचेच काम केले होते, आज पण त्याचा अभिमान आहे, सध्याच्या सेनेत बाळासाहेब फोटोत पण दिसत नाहीत.ती जागा कारस्थानी काका यांची आता",OFFN
@TV9Marathi @rautsanjay61 हा माणुस स्वतःची लायकी कधीच विसरणार नाही… प्रत्येक वक्यव्यातुन स्पष्ट दिसुन येतं. छपरी तो छपरीच. शिवाय त्यात भंगारवाल्याची संगत. जय हो 👏👏🤮🤮,OFFN
@meNeeleshNRane साहेब हे काळे झेंडे त्या काळतोंड्या विनायक राऊतला शोभून दिसतील.,OFFN
हरामी पाकिस्तान्या गोडसेचीच औलाद आहे . औरंग्याची नाही.,OFFN
@ZeeNews हा भाडखाऊ पाकिस्तानचा एजेंट आहे,OFFN
@RahulGandhi नाही तू काय घंटा करणार केळ्या,OFFN
"@mataonline @satyajeettambe @AUThackeray आणि तू कोण सांगणारा रे फटाक्यांवर बंदी घाला म्हणून हिम्मत असेल तर मुस्लिम वर बंदी घालून दाखव हो सन साजरा करायचा नाही MT ला सांगू इच्छितो काय पण फालतू बातम्या देत जाऊ नका ,",OFFN
"नीट बोल ए भीकमंग्या,लायकी मध्ये रहा छाप्रि,तुझे घोटाळे लवकरच बाहेर येणार आहेत,मग बघू त्यावेळेस कसा भुकतोय ते",OFFN
@AjEeTj_20 केळ्या...मी तुझ्या सारखा कोणत्याही पक्षाचा समर्थक नाही... परीक्षांचे आणि महत्वपूर्ण विषयांचे राजकारण करू नये.,OFFN
चल निघ रे बडव्या,OFFN
@Bhuvan_Bam @bhaskar5696 अश्लील झिपर्या,OFFN
@rautsanjay61 आरं ए भुसनाळ्या 😒. थोडा कमी हर्बल तंबाखू घेत जा काय पण बरळत असतो. ते तुला बघायला आले आहेत बोलणारा डुक्कर 🐷 कसा दिसतो म्हणून.,OFFN
"विश्राम बेडेकर यांचा आज स्मृतिदिन. 'एक झाड आणि दोन पक्षी' हे त्यांचं, म्हणजेच ‘रणांगण’ आणि ‘टिळक आणि आगरकर’ यांसारख्या साहित्यकृतींच्या कर्त्याचं आणि ‘वासुदेव बळवंत’, ‘पहिला पाळणा’, ‘अमर भूपाळी’, ‘रामशास्त्री’, ‘शेजारी’ यांसारख्या चित्रपटांच्या पटकथाकार-दिग्दर्शकाचं आत्मचरित्र. https://t.co/2N7GStw0FE",OFFN
कोंबडीच्या पिल्ला... जुने ट्विट डिलीट करून नवे ट्विट टाक रे निर्लज्ज...,OFFN
म्हणून आता गाढवाला #डुक्कर आठवला. @Dev_Fadnavis https://t.co/i9POkbC009,OFFN
"@asuitableguy सगळ्यात मोठा पप्पू तर भक्तांचा बाप आहे, जाऊन बघ शेमन्या, केळं तरी येतं का त्याला. सत्तेसाठी आईला विकेल तुझा बाप.",OFFN
@OmShelakePatil @BinbudachaBandu @NopainNogain_04 @Brokcbro @BhikmangeshSpa @ganeshkalambe5 @girishdgr8 @1_61803NmNXOXO @ChintuTheJefe @Chav0_ @sanjaykumthek10 @iwincar त्याला रिप्लाय दिला तर तुझी गांड जळाली तुझा ठोक्या दिसतोय तो,OFFN
काय झालं बेण्या तुझ्या नाय का डीगांत दम चोंग्या ?? आता पण हगलास की माई कडून धून घेतो का रे,OFFN
@mohitbharatiya_ आधी तुझ अस्थित्व बघ केळ्या,OFFN
@LoksattaLive @rautsanjay61 @ShivSena @BJP4Maharashtra @PawarSpeaks कीती ती चातुगिरी 🙄 बास झालं राऊत🙏,OFFN
स्मितावर लक्ष ठेवणाऱ्या थेरड्यापेक्षा....हिंदू अस्मितेसाठी लढणारा थेरडा कधीही बरा,OFFN
माता रमाई जयंतीनिमित्त टिळक नगर संघमित्रा सोसायटी मदे हळदी कुंकू चा समारंभ उत्साहात साजरा झाला त्या बद्दल माझ्या मैत्रिणी चे मनापासून आभार🙏🙏🙏 https://t.co/r1mBQwKfma,OFFN
@AniketS90574410 पांचट निषेध व्यक्त करताना त्यातही राजकारण 🙄,OFFN
@SachinKrishnaS6 @Sonalimumbai1 तुझ्या आईला पण असच बोलूया भडव्या,OFFN
@damleyogesh @AlwaysFailedOne @jayant_rokade अबे बोच्या (बमोच्या ) त्या जेम्स लेन च कौतुक जिल्हा बँकेच्या सभेत बमो करतो मग काय समजायचं चोग्या,OFFN
उद्धव साहेबांना घरचा आहेर..🤣🤣 #तिघाडी #मविआ #फशिवसेना #चिवसेना https://t.co/uHXRISO8b1,OFFN
@swarraj5 भावाने प्रशस्तीपत्र दिले म्हणजे तुझा भाऊ अट्टल खोटारडा आहे https://t.co/OWKUM1HOj9,OFFN
भाडव्या म्हणजे मुलगा रिक्षात बसला म्हणून लव जिहाद भडव्या तू काय करीत होता मग..संघाचे युद्ध स्किल दाखवायचे ना ..म्हंजे रिक्षा त्या मुलाची वाट बघत होती हा कधी येतोय टीला लावतोय..मग एक संघी बघणार .म्हंजे काय नक्की गुन्हा काय..रिक्षामध्ये लग्न केलं का लव जिहाद म्हणतोय भाड्या.,OFFN
@PrasadVKathe @NiteshNRane @BJP4Maharashtra @MeNarayanRane अरे हरामखोरा राजकारण कुठ करावे याच भाण आहे का मुर्खा दळभद्री कुञ्या त्या कोंबडीचोर नील्याचा येथे काय संबंध.,OFFN
@ThaneCityPolice शास्त्री नगर झोपाड पट्टी area मध्ये आता पण जोर झोरात आवाज करत आहे please बघा 🙏,OFFN
"@ashish_jadhao अरे रताळ्याचा किस, चाट्या, आज त्या दोघांमुळेच सरकारने संपकरी कर्मचाऱ्यांचा सकारत्मक विचार करायला सुरुवात केली, नाहीतर संपकडे कोण गांभीर्याने पाहत नव्हतं. पण हे तुझ्यासारख्या लाळचाट्याला नाही करळणार, थु तुझ्या पत्रकारितेवर.भंगारपणाचा कळस आहेस तू..प्रामाणिक हो...",OFFN
@abhi_hinduwagh कसला चमन आहे हा 😂😂 पण आहे कोण..?,OFFN
आता असल्या नपुसंक अवलादी काहीही बोलतील आणि आम्ही ते ऐकून घेऊ का उत्तर द्या,OFFN
@storywala_sam @mukesh__96 निघ शेमन्या,OFFN
"रामभाऊ म्हाळगी प्रबोधिनी राष्ट्रीय परिषदेदरम्यान Selfie with (From Left) मल्हार पांडे @malgorithms, हर्षल विभांडीक @vharshal, कृष्णमूर्ती सुब्रमन्यम सर(Chief Economic Advisor, GOI) @SubramanianKri, कुणाल टिळक @kunal_tilak, सुजय पत्की @sujaypatki, आर. जगनाथन (Swarajya) @TheJaggi https://t.co/N2enKkDire",OFFN
@Bapusaheb4912 @gen_z_memerr @PawarSpeaks @PMOIndia तुझा टरबूज मामा तर शेतकऱ्याचा वैरीच आहे. त्याचे नाव घेऊ नको. बरं झालं गेली ती पिडा. अत्यंत उद्धट आणि बकवास प्राणी. विकास म्हणजे फक्त रस्ते आणि बुलेट ट्रेन. लोकांचं विचार शून्य.,OFFN
हरामकोर ही शिवी नाही छूतिया ही शिवी नाही पण राब्री देवी ही शिवी आहे कुठे गेली ती मराठी अस्मिता,OFFN
गांडू महाराष्ट्रात एका वर्षात 2500 शेतकऱ्यांनी जीव संपवला मग इथ पण तेच लॉजिक लाऊ का?,OFFN
"त्या तद्दन भिकारचोट अभिनेत्री ने माफी तर मागावीच आणि पुरस्कार परत करावा या शिवाय सर्वत्र तिच्यावर वेगवेगळे गुन्हे दाखल करायला हवेत तर वाचाळता,बेतालपणा कमी होईल .#देशद्रोही_कंगना .@TV9Marathi @meemilind @saamTVnews @MumbaiPolice @saamTVnews @SarkarnamaNews @Marathi_Rash @",OFFN
"@gore_avinash अरे मामीचं डायपर आहेस तु, म्हणून मामीला बोलल्यावर तुला मिरची लागली, तुझ्या आईला विचार, तु नक्की तुझ्या बापाचाच आहेस कि टरबुज्याची नाजाईस नालीची पैदास. बिचारा अव्या नाजाईस",OFFN
माकडा तुझ्या सारखे रोज येतात इथे नवीन नवीन पांडू 😁😁😁😁,OFFN
अरे मूर्ख माणूस आहे हा.ह्याच राजकारण संपलं आहे.ह्याला कोणीही गांभीर्याने घेऊ नये.,OFFN
@Durgaaai त्यामुळे आपल्यला पन कुत्र्या सारख पोलवर मार्क करुन आपल्या हद्दीत आलकी भुकन महत्वाच आहे,OFFN
@uddhavthackeray नवीन मातोश्री वर जाऊन brand बदलला वाटत की जैतूद्दीन ने खास मुंब्रा मधून काही आणलेल त्यामुळे अशी Yz दिवास्वप्न पडतात तुम्हाला,OFFN
@mayur_andhare @ishpriy @BhaiyaPatil म्हणजे तुमच्या व्यभिचारी भडवेगिरी करणाऱ्याचे पाप झाकून राहतील होना चाट्या,OFFN
@arun2316soni @AnantThaware @AUThackeray @KishoriPednekar @AslamShaikh_MLA टकल्या अक्कलशुन्य.मूर्ख नीच माणसा.मराठी माणसाबद्दल बोलायची लायकी आहे का ते बघ आधी.आणि मराठी माणसाचा इतिहास बघ आधी.तुझ्यासारखे लुच्छे आमच्या इथे संडास साफ करतात.मराठी माणसाची प्रगती पाहून तुझ्या सारख्या भिकार्याची जळणारच.भुसनाळ्या............दम असेल महाराष्ट्र मध्ये येऊन बोल.,OFFN
@trumptatya64 भाडखाऊ च्या काय घोडं मारलं आम्ही तूझं 😭😭,OFFN
@BhaiyaPatil कालच्या विषयावर बोलायला गांड फाटते का रे चमन चुतीया,OFFN
तुमच्या सारखा बेकार होस्ट आम्ही पहिला नाही लाज वाटली पाहिजे तुम्हाला हे बोलताना कि मी कोणाची बाजू घेत नाही आम्हाला सरळ दिसते कि तुम्ही विकास आणि टीम ची बाजू घेऊन बोलता त्यांनी कितीही वाईट बोले किंवा वागले तरी,OFFN
लाज नाही वाटली का थोडी . हिला छत्रपती शिवाजी महाराज 'comedy' चा विषय वाटतात.. हिच्यावर कारवाई झालीच पाहिजे..,OFFN
आयो इथं भक्त पण गणिताला घोडे लावतात. २५० चे सामान तीन हिस्से कसे होतात रे तुचीया,OFFN
@lokmat दानवे यांच्या भाषेत काम करणारा सांड बैल,OFFN
