text,label
लाळचाट्याने काल उष्टी बिरयातील हाडकं चगळली त्यामुळे त्याला उलट्या सुरू झाल्यात.,-1
सत्ते साठी माती खायची परंपरा आहे!,-1
युवकांच्या मागे दुष्टचक्र चालू आहे!,-1
मला ब्लॉक केल आहे जित्याने,-1
"आहो, सत्तार शेठ.... शेतकरी मेल्यावर ओला दुष्काळ सारखी स्थिती येणार आहे का...?  ",-1
अरे तुमच्या नादात राज्याची आय.... त्याच कोन बघतंय का,-1
या' अभिनेत्रींनी कमी वयातच केली आत्महत्या...,-1
अरे आम्ही माफी का मागायची तुम्ही कोण लावून गेलात .,-1
सुप्रसिद्ध अभिनेते आणि ज्येष्ठ रंगकर्मी प्रदीप पटवर्धन ह्यांचे दुःखद निधन भावपूर्ण श्रद्धांजली,-1
कधी आणि कशी देणार सरस्वती ह्याला सद्बुद्धी? हा अशिक्षित भाजीवाला तिला मानतच नाही ना!,-1
सर्व राजकीय पक्षांनी आणि नेत्यांनी भारतीय जनतेला मु्र्ख आणि संविधानाची पायमल्ली होत आहे,-1
ज्यासाठी बोंबा मारत होते ते विलिनीकरण कधी करणार?,-1
आज वर पाहिलेले सर्वात नीच प्रवृत्तीचे राजकारणी आहेत हे राणे.....,-1
आता हेही चिन्ह हातातून निसटून जाईल असं दिसतंय,-1
सपशेल चुकीचे आहे... अक्षरशः मूर्खपणाचे विधान आहे,-1
मला होत माहिती... यांचे कांड खूप मोठे आहेत,-1
मान्यवर कोणत्याही गोष्टीचा अतिरेक आपल्याला मान्य होतो का?,-1
" यांना दुप्पट दंड लावावा, हा मुजोरपना आहे",-1
सुबोध भावे आणि त्याचा बोलविता धनी तो सांगतो आणि हा बोलतो...,-1
"हंगर इंडेक्स वाल्यांना कॉंग्रेसचा वाण लागला असावा, भ्रामक दाव्यांची ही आहे सत्यता.. ",-1
मंत्री आहात की महाराष्ट्राला लागलेली वाळवी? तुमचं डोक ठिकाणावर आहे का?,-1
तु पाकिस्तानचा आहेस का  चोरून बिर्याणी खातो,-1
त्यांच्या नातेवाईक वर इन्कम टॅक्स धाड पडली होती,-1
माझ्या सर्व मराठा बांधवांना आणि भगिनींना विनंती आहे की या पुढं मतदान करू नये.,-1
दादाची मी मारायच्या अगोदर तुम्ही मारली अन्याय आहे हा,-1
तुम्हाला समजत नाही हे सांगा स्वतःच अज्ञान जनतेवर कशाला लादता,-1
हे बघून पवार यांनी सभा घेऊन विनंती केली. उद्धव ठाकरे कुठल्या तोंडाने बोलतील.,-1
हारामखोर आहे हा गद्दार साला,-1
झाली आतल्याची सुरुवात दिवस उजाडला आता दिवसभर भुंकायला,-1
आम्हाला घाबरून आधीच ब्लॉक केलय...,-1
बाकी सगळे मार्ग खुंटले की ते रामाचा आणि पाकि स्तानचा धावा करतात,-1
हो अतंत्य नींदनीय कृत्य आहे हे…,-1
बरोबर दादा बाप चोर आहेत हे गद्दार,-1
फडफड करण एवढंच काम आहे भाऊंना,-1
तलवार धरणार म्हणजे हिंसा करणार का?,-1
पक्ष म्हणजे बापाची मालमत्ता समजनाऱ्यांना साष्टांग नमस्कार.,-1
केंद्रातील मोदी सरकारमुळे देशाची लोकशाही कमकुवत होत आहे!,-1
लटके मॅडम बाळासाहेबांच्या शिवसेनेत गेल्या तर त्यांना गुलाम लोकं गद्दार म्हणणार का?,-1
ते मुख्यमंत्र्यांच्या पी ए ने तुमच्या कानाखाली वाजवली असं ऐकलं.. खरं आहे का?,-1
"राष्ट्रवादीचा भाजपला ‘जोर का झटका’, ‘या’ जिल्ह्यात सर्वाधिक जागांवर विजयी; भाजपला केवळ    जागा ",-1
"‘सौरव गांगुलीला त्रास दिला जातोय’, आरोप करीत ममता बॅनर्जींची पंतप्रधान मोदींनी केली ही विनंती ",-1
" शेण किडे त्याच लायकीचे आहेत रे,   ट्विट मुळे बुडाला आग  लागते",-1
नवरदेव गुडघ्याला बाशिंग बांधून तयार होता पण वडीलांनी ऐन मुहुर्तावर लग्न मोडले.,-1
म्हणजे बाळासाहेबांच्या हिंदूत्व मध्ये हि ताकत नव्हती असे समजता का....,-1
हा सर्व गुजराती लोकांचा प्रॉब्लेम आहे,-1
मी नीरज आहे नीरज चोप्रा नाही,-1
मशाल पण होती रे  टिपीकल शेणकिडा,-1
चड्डी फाटनार हे माहीत पडल्यामुळे आधीच टेलर ला बोलवलं,-1
तुझ्या मालकाला त्याच्या बापाचं स्मारक स्वतःच्या जागेवर स्वखर्चाने बांधायला सांग.. जनतेच्या बोकांडी का खर्च,-1
आणि यांच्या वाटणीचा कडक गांजा खोपकर ने मारला का आज ???,-1
मोदींना शिव्या देणारा अग्रवाल (समाजवादी पक्ष) आहे ना भाजपात त्यावर पण बोला,-1
मराठवाडा विद्यापठातील ह्या फालतुगिरी बद्दल काही ठोस पाऊले उचलणार का? जी जी.,-1
सगळ्यात हरामी नेता आहे हा,-1
" जा भोसरीच्या...सगळे भ्रष्टाचारी, बलात्का-यांनी सामावुन घेतला आणि वर मिजास चालु...फेकु-तडीपार यांचा पक्ष म्हणजे “खाजप”",-1
अफगाणिस्तानमध्ये तालिबान्यांकडून होत आहे शिखांचा छळ !,-1
अकलेच्या कांद्याच उत्तम उदाहरण म्हणजे हा. याला अर्थशास्त्राच नोबेल फेकून मारा कोणीतरी..,-1
जर का एकदाच ठरलं तर ठरलं मग बोयकॉट तर बोयकॉट,-1
म्हणजे उठा येडे का भकास आघाडी करायला,-1
अभ्यंकर हे जास्त भयंकर आहेत,-1
जसे काही तुमच्या राज्यात मध्यमवर्गीय हत्तीवरून साखर वाटत होता ...,-1
अत्यंत ही दुर्भाग्यपूर्ण घटना,-1
किती ती उत्सुकता ओरडा ऐकण्याची,-1
यालाच म्हणतात चोराच्या उलट्या बोंबा......अक्कल नसली की असेच होते.हा देशाच्या आर्थिकतेचा विषय पण सर्वच नमुने....,-1
काय रे बनवट बुवा तु परत आला फसणवीस च्या लोमत्या,-1
अरे किती खोट्या बातम्या द्याल..... सिनेमा मोकळे पडलेत आणि प्रेक्षकांच्या प्रतिक्रिया म्हणे,-1
तुझ्या बोडख्याच काय गेल? तू काय उद्धट / पेंग्विन ची चाटत बसलेली असतेस का?,-1
सातही पिढ्या गद्दार म्हणून मिरवा,-1
तुम्हाला ठाकरे गटाने शिंदे गटाची सुपारी दिली आहे काय???,-1
अतिवृष्टीमुळे पुणे मनपाने पुण्यात काय दिवे लावलेत याची कल्पना येते – अजित पवार,-1
चाटूगिरी करणं सुरु झालंय.. आता  हे महाराष्ट्राला गुजराती धोरण किती चांगलं आहे ते दाखवणार..,-1
या मध्ये नामांकित महाविद्यालयाचा समावेश असतो हे शैक्षणिक व्यवस्थेला काळिमा फासणार आहे,-1
शेतातील तुला काय शे.... कळत्यात..आला मोठा शहाणा..,-1
राग आला... आता खाऊ घालतील बिचारीला.,-1
तिच नाव थोडीच होत...खुश करायला आली ती खुशाली..,-1
ताईसाहेब झोपलात का? झांकी कुठे आहे? महाविकास आघाडीने ला पटकवलं ना...,-1
तो भक्त तोरसेकर आहे .. आधी व्हॉट्सॲप वर मोठमोठाले मेसेजेस पाठवत होता,-1
छत्रपतींच्या सुरत लुटीचा राग अजूनही काळ्या टोपी वाल्यांना आहे.,-1
हा व्हिडिओ बघ रे आधी भक्ता....बाकी नंतर बोल,-1
अस लिहून किंवा बोलून फक्त आणि फक्त सहानभूती गोळा करणे चालू आहे बाकी काही नाही,-1
मला समजत नाहीये तुम्ही त्याची इज्जत फोटो मध्ये काढलीय का कॅप्शन मध्ये,-1
वाईट बातमी ज्या सैनिकांना या अपघातात वीरमरण प्राप्त झाले त्यांना भावपूर्ण श्रद्धांजली,-1
पण हे भलतेच अशावादी दिसतात ...,-1
" प्रिय ग्राहक, झालेल्या गैरसोयीबद्दल आम्ही दिलगीर आहोत, आम्ही तुमच्या मागील ट्विटला उत्तर दिले आहे.",-1
" त्यांच्याकडे पुरावा नसणारच, नेहमीप्रमाणे पिवळी पुस्तकं वाचून आला असेल तो!",-1
शालीतून जोडे मारण्यापेक्षा असे एकदम समोरून मुस्कटात मारलीत तुम्ही,-1
कमळाबाईच्या चूत्यापणांमुळे हे सगळे झाले आहे.,-1
" हो ,,म्हणून तू कायदा कसाही वापरणार का?",-1
आता सुध्दा देशात अघोषित आणिबाणीच आहे,-1
काळ आता बदलला आहे. आता मुली नाहीत.. आता बेरोजगार मुलं पालकांच्या खांद्यावरचं ओझं झालं आहेत.,-1
हे उपहासात्मक असावे.,-1
अरे मुर्खा   ऑक्टोबर ला दिला आहे,-1
सगळ्यात फालतू आहेत हे साहेब,-1
गद्दार आमदारांच्या ढुंगणावर दांडा मारल्यावर मलम लावायला गद्दार टोळीत सामिल झाल्यात का?,-1
काय मूर्खपणा आहे हा...,-1
हो नक्कीच कारवाई करायला पाहिजे पण त्यांनी देश विरोधी घोषणा दिल्या का ?,-1
पिंपरी चिंचवड मध्ये पण.... हा पण उध्दव गटातला झालाय... केवढा रडतोय...,-1
- वागल्याना किमान बुद्धी द्यावी म्हणून प्रार्थना करताना मोदीजी.,-1
"भारत हरला नाही इंग्लड जिंकला आहे

",-1
" शिंदे फडवरच्या मावशी सारख तुमच काम आहे, तून तून वाजवयच इनाकरण",-1
खरच लक्ष द्या नाहीतर खूप मोठे संकट आ वासून उभा आहे,-1
माहिती देण्याची तसदी घेणार का?,-1
काय मग झाला का हिशोब तुझ्या कुरेशी साहेबांनचा आणि तुझा पळपुटे भक्त...,-1
हे अगोदर करायला पाहिजे होत आता नाही पराभव अटळ आहे,-1
चांगल्या रस्त्याला नजर लागू नये म्हणून पडले आहेत घड्डे आपोआप.,-1
भाजपा दारू कोचिया हे,-1
राजकारण हे असच असत तुम्ही फार वैयक्तिक घेतलं आहे म्हणून एवढा मनसे विरोध,-1
आणि आपल्याला त्याच्या पासून मनस्ताप मिळतो,-1
हातभार नाही. हे त्याचंच कारस्थान आहे.,-1
एवढंच बाकी होत बघायचं,-1
कोणताही पक्ष आला तरी सर्वसामान्य जनतेचे भले होणार नाही.,-1
थोडक्यात गृहमंत्री बिनकामाचा आहे,-1
भाजपने सुद्धा अजितदादा सोबत शपथ घेतली होती. भाजप पण गद्दार का मग?,-1
याला हेक्टर म्हणजे की माहीत नाही हा काय सांगणार,-1
मला वाटलं चं ट्विट आहे हे म्हणून रिप्लाय तसा झाला....साॅरी मित्रा,-1
आता वेळ आली आहे कर्तुत्व दाखवून जिंकण्याची पण रडायचं काय थांबत नाही,-1
नकोच वाटतं आता,-1
सतरंजा उचला एवढी काम आहे आपल्या लायकीचे लागा कामाला,-1
हा झाला इतिहास .गेले ते वैभव .,-1
सत्तेत असताना त्या संघटनेची केळी चोखत होता...,-1
आणि तोंड वाकड्या ह्याच्या आईचा यार का?? त्याच नाव घ्यायला जीभ जड झाली ह्याची,-1
हा नक्कीच     च्या निवडणुकीत महत्वाचा मुद्दा असु शकतो जनतेला मुर्ख बनवन्या साठी.,-1
अख्या महाराष्ट्राला देवेंद्र जी बद्दल अभिमान आहे तुम्हाला विचारतो कोण चाटू पत्रकार लाचार पत्रकार,-1
मराठी कलाकाराचा आपमान आहे हा.,-1
यालाच माहिती नाही म्हणून महाराष्ट्राच्या सत्ता संघर्षात तारीख पे तारीख देत आहे,-1
या सर्वांना पाकिस्तान मध्ये पाठवून द्या. असे देशद्रोही या देशात राहण्याच्या लायकीचे नाहीत.,-1
हाय का गेला रे ? झटक्या वाला,-1
" हो, हिंदू असून ही हिंदू द्वेष भरलेला असतो यांच्यात",-1
हित तर चुकलात सरळमागी॔ राजकारण करुन भाजपकडून सरळ चिडपाड,-1
"खोट्या खोट्या का होईना, शाळेत गेले ना? आता त्यांचं शिक्षण कोणी काढू नका ",-1
हा माणूस मुख्यमंत्र्यांना गलिच्छ भाषेत शिव्या घालतोय.कडक कारवाईची अपेक्षा आहे,-1
सह्याद्री शाळा ही खाजगी शाळा असल्यामुळे ठाणे महानगरपालिका पाण्याच्या टाक्या साफ करत नाही.,-1
जिंकायची शाश्वती नाही म्हणून हे गद्दार आता असेच मैदान सोडून पळून जाणार,-1
पहाटे पहाटे वाईट स्वप्न पडून दचकून जाग आली पुढं दिवसाचा आनंदीआनंदच आहे सगळा आता,-1
मी जातो कधी कधी सारसबागला. आता नुसती गर्दी असते ट्रॅफिकचा आवाज कायम असतो.,-1
काहीही फेकता का ? पत्रकारिता करा की ? म्हणूनच अजतकने काडले काय ?,-1
मनाला वाटेल ते बोलायचे ती काय वडापाव ची गाडी आहे का ?,-1
दाढी वाढवून मोदी बनण्याचा यत्न? पण दाढी वाढवून बुद्धी आणि निर्णयक्षमता वाढेल का?,-1
" मराठीचे मारेकरी बनू नका, मराठीत व्यक्त व्हा. आम्हाला ही भाषा समजत नाही.",-1
" शेमन्या आता डांगीत शेपुट का घालुन बसलास, बोल ना आता.",-1
फायदा सामान्य जनतेपर्यंत पोहचत नाही तोपर्यंत निर्थक आहे सगळ,-1
भविष्य खर ठरल म्हणून राग आला,-1
उगाच नाही बाळ्याने सांभाळून घ्यायला सांगीतलं... त्याला आपल्या प्राचीन औकात आणि अक्कल माहीत होती...,-1
सर भ्रषटाचार खुप वाढल आहे त्यावर उपाय करा,-1
शेण आणि स्वमुत्र खायला,-1
फक्त आणि फक्त कीव आणि हसुच येत असे पांचट आणि बिनबुडाचे ट्विट वाचले की..,-1
किती खोटे बोलता जयदीप ठाकरे कोणा सोबत आहे हे सांगा.,-1
शांता शेळके काय होती हे या बुद्धीहीन माणसाला माहीत आहे का?,-1
या मूर्ख आणि बावळट पत्रकरमुळे जनतेची दिशाभूल होत आहे,-1
मग आता बाळासाहेबांच्या शिवसेनेला शिव्या द्या.. मग जनता तुम्हाला योग्य पद्धतीने उत्तर देईल,-1
गुज्जू किडा असा हळूच बाहेर येतो...!,-1
कार्तिक यात्रा कालावधीत भाविकांची गैरसोय होणार नाही याची दक्षता घ्यावी – प्रांताधिकारी गजानन गुरव,-1
मी तर आधीच बोलो होतो बळी देशाच्या आधी बकर्याला हार घातलाय .,-1
वी आहे म्हणे ही शु नेना ताई,-1
मस्त घेतली गद्दारनाथ आणि फसनवीसची ब्रावो नाना,-1
हे बोलल्या तेव्हाच ताई संपल्या... ओम शांती !,-1
" जास्त शहाणा समझून राहिला हा स्वतःला, फाट्यावर बसवा असे भंपक वकील.",-1
आता ही अफवा कोणी पसरवली रे थापा हा शिंदे गटाचा पालकमंत्री होणार,-1
सर काय हे घेऊन येतात वर तुम्ही.वाचून दुःख होत खूप.,-1
हरण्याच्या भीतीने असले धंदे ते ही राज ठाकरे मार्फत करून घ्यायला लागले,-1
" हे पाठिशी उभे राहीले म्हणजे ख़ंजीर ख़ुपसणार हे नक्की. वसंतदादा पाटील , यशवंतराव",-1
काय ती भाषा...काय ते संस्कार!,-1
"बाळासाहेब हे प्रभोदनकारांचे वारसदार, तोरसेकर कडे लक्ष नका देऊ वय झालंय त्यांचं, वाटेल ते वडबडतात.",-1
दादा यांना योगी स्टाईल ने धडा शिकवणार का???,-1
"""नरेंद्र मोदी हे देशाचे पंतप्रधान नाहीत, ते फक्त भाजपचे पंतप्रधान आहेत."" -कॉंग्रेस प्रदेशाध्यक्ष नाना पटोले",-1
अरे हा लबाड कोल्हा आहे का अजून...इतके दिवस कुठे लपून बसला होता,-1
"मोदी सरकारने मनीष सिसोदिया यांना टार्गेट केले, हे खरोखरच अन्यायकारक आहे. ",-1
डोक्यावर पडलेली आणि कॉग्रेसी विचार धारा असलेली मानसिकता पवित्र मंगळसूत्राचा अपमान करणाऱ्या निषेध,-1
गप्प रे लाखांचे    आणे करणारे आहेत ते,-1
"अबे उपट, बापासारखा एक तरी गुण आहे का त्याच्यात ?",-1
" बाण आता भाजप ने घालून घेतलाय, खूप शोधला पण हातच भरला..",-1
अरे भामट्यांनो तुम्ही तर मराठा मोर्चा ला मुका मोर्चा बोलला होता की रे,-1
हा भ्रम आहे,-1
मी पुरणपोळी खात नाही बोलून    खाण्यासारखं आहे हे.,-1
नाय व्हायची हा,-1
ती मला त्रास देते,-1
खोक्यांनीच सर्व होत आहे तर मतदानात रस कोणाला आणि का असेल.,-1
पाणी साचत नाही जलयुक्त शिवार काम करत आहे,-1
" यासाठी मुंबई, पुणे च्या बाहेर महाराष्ट्र आहे हे समजलं पाहिजे.",-1
"वर्क फ्रॅाम होम म्हणजे, च्यायला ॲाफिसचं काम करा आणि घरचंही…वैतागवाडी नुस्ती ",-1
ह्या मॅडम एक दिवस नक्कीच ऊद्धव ठाकरेंची उरली सुरली शिवसेना पण फोडतील..,-1
पण राहुल गांधी मुळं तुमचे महामहीम भा......गवत डायरेक्ट मस्जिद मध्ये उगवले होते.त्याचं काय????,-1
एक ना धड भाराभर चिंध्या अशी म्हण आहे मराठीत,-1
पीएमसी ला प्रश्न विचारू शकत नाहीत त्यांच्याबद्दल बोलताय का? कन्फ्यूजन,-1
याला आमच्याकडे पानइचू (पान विंचू ) म्हणत्यात लई आग होती. पण माणूस मरत नाही.,-1
हे न्यूज चॅनल ह्याच बातम्या. कंटाळा आले आहे.,-1
फुकट प्रसिद्धी मिळवण्यासाठी स्वतःच कोणाला तरी फोन करायला सांगितलं आहे हे स्पष्ट आहे,-1
यामुळे ओन्लीफॅन्स च्या संस्थापकांमध्ये कारवाईच्या भीतीने खळबळ उडाली आहे.,-1
" पाकीट पत्रकार, गोदी मिडीया हे शब्द विसरले वाटतं...",-1
हा बघा कसला धमकी देतोय.,-1
आणि पवार साहेबांनी काँग्रेस फोडली ती काय चण्याक्याणिती,-1
कोकणवासीयांना कलंक आहे राणे,-1
हे हरामखोर जनतेच्या जीवावर आलिशान जीवन जगतात म्हणून हा बिनडोक पणा सुचतोय,-1
आतल्या  हे असच असत जे दिसते तसे नसते म्हणून जग फसते,-1
या असल्या फेक उद्योगनमुळेच तुझं अकाउंट सस्पेंड होत,-1
आता हे सांगणार खालची पातळी कशाला म्हणता,-1
गप्प.. काहीही हा,-1
खरे आहे. काही ही खोटे नाटे सांगून लोकांना उल्लू बनवायचे हिच भाजप निती.,-1
कुठे नेणार आहे महाराष्ट्र माझा,-1
शांत राहण्याचा आदेश भंग केला आहे तुम्ही,-1
एवढ्याश्या कारणासाठी मी नाही अनफॉलो करणार... काळजी नसावी.,-1
"पत्नीने फोन केला म्हणून घरी येण्यासाठी निघाला, पण रस्त्यातच तिघांनी झाडल्या गोळ्या ",-1
"उमेदवार मिळणार नाही, अशी मविआची अवस्था करु – बावनकुळे ",-1
तुला काय गाजर माहित का सत्तारा मुळात आपली पात्रता नाहीत मंत्री व्हायची,-1
अजूनही कारवाही झालेली नाही. काम सुरूच आहे.,-1
भाजपाचे सरकार असतेवेळी असे कसे झाले ?,-1
" ही बाई येडी नाही, बाकीचे शहाणे आहेत",-1
तुझ्यासारखं त्यांना पळवून पळवून मारत आहेत म्हणून वाटत असेल,-1
देवांचा अपमान आहे.,-1
अमरावतीमध्ये हा मृत्यूचा आलेख सर्वाधिक आहे,-1
तुम्ही घेऊन लिहीलं त्यामुळे नीट लिहीलं नसेल,-1
पत्ता पण चुकला आणि गोळी खायची पण चुकली म्हणून मीडियाला पात्र मिळालं,-1
फटाके फोडून आमच्या निसर्गदेवतेचा अपमान करणाऱ्या सर्व दिवाळीखोर भक्तांचा निषेध...,-1
" तुम्ही """" ऐवजी """" असं खोटं नाव का वापरता? ",-1
बासितकडे होती देशविरोधी मासिक चालवण्याची जबाबदारी!,-1
. असे ट्वीट करायचे पैसे मिळाल्यावर कुणीही स्वतःचा गळा दाबला जातोय असे सांगेल,-1
मला तर बैल आणि म्हैस दोंघांचाही अपमान होईल असे वाटत.....,-1
इथे तर संकटच पाठीशी उभे आहे. भाव बघा चेहऱ्यावरचे.,-1
शिल्लक शेणीकानो जास्त खुश होऊ ना.. भविष्य ऋतुजा लटके सुद्धा शिंदे गटातच सामील होणार..,-1
गावात नाही शाळा पण आहेत दोन आणि म्हणे लोकभीमुख़,-1
ते पुण्यात जे पाणी साठले त्यावरून लक्ष हटवण्यासाठी हा सगळा उपद्व्याप! जनता सुज्ञ आहे!,-1
तुझा नशीबी ते पण नाही,-1
"जमाव सापाला ठेचणार होता, पाप लागेल म्हणत साधूनं वाचवलं; पण एक चूक महागात पडली ",-1
सांग सांग भोलानाथ सहानुभूती मिळेल का. मतदार राजा कीव येऊन भीक देईल का?,-1
लटके ताईंच्या विरुद्ध कट कारस्थान झाली तेव्हा कुठे होती ही भूमिका ?,-1
"देशात बेरोजगारी नाही आहे , देशात रोजगार कमी झालेत. - निर्मला आत्या",-1
तूझ्या मताला शून्य किंमत आहे...तुमची तेवढी लायकी पण नाही..,-1
आकडे देऊन ही पुढे आहे. बसा खाली..,-1
आज मी आंधळा आणि बहिरा दोन्हीही आहे,-1
महाराजांच्या प्रतिकाला गद्दार म्हणनारेच गद्दार आहेत..,-1
सगळे पुरुष इतके आळशी का असतात.. संशोधनाचा विषय आहे,-1
शुद्ध भूतीयागिरी आहे ही,-1
महाराष्ट्राची संस्कृती राखत चांगल्या निर्णयाला टोमणा मारून दूषण लावणं ही कोणाची संस्कृती?,-1
इतिहास आणि भूगोल दोन्ही कच्चा आहे शरद सेनेचा.,-1
तुझी लायकी किती आहे नेमकी? आहे असं वाटतंय का तुला?,-1
आणि येड्या गज्जू ला काय पाहिजेफक्त चमकोगिरी,-1
आज बाळासाहेबांना खूप दुःख होत असेल,-1
" खासकरून टिव्ही   मराठी, एनसीपी माझा आणि भोकमत",-1
: रास गरबा खेळत असताना अचानक थांबले अन् खाली कोसळले; कुटुंबीयांसमोरच आला मृत्यू,-1
प्रेम म्हणजे... घरचं खायचं आणि दुसर्यासाठी झुरायचं... काय गरज आहे भेंडी...,-1
तेथे मंगळसूत्र चोरीच्या चार गुन्हा दाखल झालेत असं ऐकीवात आहे.,-1
बरोबर आहे पण ही अक्कल तुम्ही फक्त हिंदू सणांच्या वेळीच शिकवता...,-1
गद्दारी दोघांच्यात आहे पुढच्या पिढी ला तुमची नक्कीच लाज वाटणार,-1
इमरजंसी ला तेव्हा तुम्ही पाठिंबा दिला होता पण जनता विरोधात होती....,-1
मधे सर्च करा फेकू ऑफ इइण्डिया कोण आहे तो,-1
तुम्ही कुठल्यातरी अज्ञात भितीने पायचाटे पणा सुरु केलात. हे जाणवतं !,-1
हे खरं आहे का? कसा विश्वास ठेवायचा?,-1
हा हा. तुमच्यात थेट बलात्कार्यांनाच घेत असाल,-1
